11004417_g_1_11.jpg,0.0145077 -0.0349394 0.00709075 0.0761044 0.0484193 0.0566423 -0.155024 -0.0414161 -0.133203 -0.0431788 0.0240408 -0.0784536 0.0355756 0.240621 0.113061 -0.060045 0.14381 -0.171393 0.0351072 -0.0573373 -0.0151598 -0.0353663 -0.0421779 0.0495165 0.0183993 -0.0220836 0.0137982 -0.123679 0.152672 -0.0271067 0.0424786 -0.235286 0.00358175 0.00519149 0.00739224 0.0521044 0.0969949 -0.0699713 0.0148759 0.0454685 0.0835239 -0.0255883 0.115533 0.108037 0.0701413 -0.119664 -0.0260772 -0.0557839 0.0498279 -0.00238607 -0.0563328 -0.107441 -0.046601 0.0662837 -0.12664 0.0850156 -0.00185163 -0.0799819 0.127 0.0165654 -0.193375 -0.081736 0.0436814 -0.195962 0.0118183 -0.068493 -0.0879919 -0.0495521 0.0283563 0.0955444 0.152252 0.0709585 -0.0186455 -0.0234792 -0.0212504 -0.0178258 0.0133095 -0.0714337 0.163866 -0.00164522 -0.0148409 0.059866 0.128375 -0.0197049 -0.125376 0.050956 -0.204025 -0.00947768 0.070141 -0.0692661 0.0501626 0.021918 -0.0283017 0.091321 0.10659 -0.0770842 -0.0582632 0.0367819 0.146023 0.126667 -0.0812202 0.0471278 -0.0788112 0.0852734 0.00373922 0.131132 0.0818263 0.0933732 -0.0227943 -0.104325 0.0634179 -0.00568762 -0.0149924 -0.0769885 -0.224645 -0.139192 -0.119862 0.113014 0.07792 0.0630217 0.0544017 0.0902348 -0.0484356 0.0423409 -0.0330223 -0.014781 -0.152572 -0.00868382
11004417_g_1_12.jpg,-0.0444011 0.0239917 0.00361835 0.0848023 -0.0308439 0.011447 -0.0947249 -0.0422779 -0.101985 -0.0383217 -0.0309348 -0.0805959 0.0466929 0.219373 0.105786 0.0318456 0.117564 -0.201478 0.0127063 -0.0427697 -0.000392978 -0.0994297 -0.0297133 0.0228388 -0.0201789 -0.0278712 0.0102158 -0.140894 0.148076 -0.0390138 0.0138488 -0.165826 0.0533002 -0.0388053 -0.0135286 0.0369699 0.127901 -0.13908 0.0263057 0.0326493 0.102157 0.0103839 0.128784 0.105144 0.0521098 -0.0839763 -0.0299184 -0.060819 0.0590576 -0.002702 -0.123678 -0.101658 -0.0289189 0.0774112 -0.0629449 0.0343357 -0.0363235 -0.0638189 0.00130936 -0.00234497 -0.16804 -0.0634267 0.0929849 -0.113261 0.0705543 -0.0544883 -0.0678042 -2.94302e-05 0.0766766 0.15454 0.136034 0.0801767 -0.0266569 0.0235612 -0.0229389 -0.0314123 0.0325345 -0.075568 0.170453 -0.0548184 -0.0437849 0.00460251 0.0354901 0.0289226 -0.138561 0.033033 -0.152343 -0.00979968 0.0611295 -0.0174023 0.00259708 0.0420654 0.0413317 0.161605 0.0232497 0.00897023 -0.00245876 0.029162 0.137737 0.14675 0.0226592 0.0423074 -0.0440584 0.171455 -0.0192916 0.109191 0.160036 0.103282 0.0203848 -0.0953616 0.0834812 -0.0304212 0.0364046 -0.139174 -0.189907 -0.170764 -0.209979 0.0677901 0.00958292 0.00820651 0.091193 0.0988602 -0.0423999 0.0800853 0.0318549 -0.104972 -0.230105 -0.0519522
11004417_g_1_2.jpg,-0.0441263 0.00750652 0.0192912 0.0252401 0.0136324 0.00718086 -0.146447 -0.0601292 -0.0815168 0.00805222 -0.0279706 -0.0153285 0.0791048 0.203299 0.0530076 -0.0334726 0.163518 -0.214299 -0.0360526 0.0110144 0.0227265 0.00412379 -0.0593906 0.0337414 0.0221407 0.00507096 0.0482238 -0.0930397 0.16373 -0.0328325 0.0945094 -0.255632 0.0525601 -0.0339452 -0.0328153 0.0332272 0.0899723 -0.104176 0.0552413 0.0145934 0.116433 0.0168217 0.0897286 0.106605 0.0137324 -0.118674 0.00141379 -0.0304149 0.0330673 -0.0502592 -0.0265388 -0.0984045 -0.0299482 0.0606306 -0.0724561 0.00492939 0.0360232 -0.0404655 0.0993437 -0.00960406 -0.175958 -0.0839959 0.0725056 -0.186724 0.0538971 -0.013347 -0.109707 -0.0424152 0.0968784 0.145337 0.0540097 0.064605 -0.0938807 -0.0265906 0.0159325 -0.0878737 -0.0279421 -0.110646 0.176344 -0.0233638 -0.0199556 -0.0187619 0.0768621 0.0596379 -0.134458 0.0520012 -0.14073 0.0374236 0.0438912 -0.0554458 -0.0263865 -0.0120084 0.0947633 0.0367689 0.0972128 -0.0184223 -0.0226477 0.0978814 0.116363 0.128134 -0.0383844 -0.0234289 -0.0752894 0.144888 -0.100887 0.138224 0.0721072 0.0800742 -0.0325523 -0.159675 -0.0414358 -0.0721365 0.0458005 -0.125077 -0.233712 -0.189041 -0.188875 0.0198687 0.0660939 -0.0194702 0.00721902 0.0911719 -0.0531006 0.000766093 0.00291845 -0.0327026 -0.168805 -0.014726
11004417_g_1_3.jpg,-0.0608996 -0.00111841 0.0252219 0.0372307 0.0178207 -0.02521 -0.137715 -0.0939163 -0.144859 -0.00623346 -0.0366069 -0.0712651 0.0673623 0.163423 0.101012 -0.103373 0.18116 -0.189416 -0.0467884 -0.0381282 -0.00937086 -0.0251777 -0.0753147 0.0545076 0.0478991 0.0364368 0.0187223 -0.127642 0.147265 -0.0158066 0.120991 -0.272669 0.053312 -0.0145909 0.0248948 0.0239508 0.0650694 -0.0921013 0.0587829 0.0120913 0.0953375 0.0115652 0.108621 0.0991251 0.0040349 -0.103579 -0.00256439 -0.0499703 0.0270624 -0.0431598 -0.0754517 -0.137754 -0.0235189 0.0977126 -0.0615246 0.0205351 0.00825216 -0.0661318 0.135747 -0.0249803 -0.190761 -0.0566215 0.0327384 -0.198305 0.0615652 -0.0765797 -0.0936434 -0.00135754 0.0766695 0.0749531 0.0296497 0.0725102 -0.100929 0.00594089 0.00410807 -0.0398284 -0.0235092 -0.113313 0.172382 -0.0410232 -0.00477776 -0.0785409 0.058526 0.0159503 -0.117748 0.0632548 -0.163873 0.0561267 0.0406213 -0.0945701 -0.00596845 -0.00816185 0.0598818 0.0163209 0.071156 -0.0235008 -0.0523114 0.0912353 0.116011 0.154697 -0.0496982 -0.0174845 -0.107624 0.127534 -0.090109 0.135967 0.0353343 0.0984491 -0.027118 -0.115857 0.0236559 -0.0672852 0.0287352 -0.10188 -0.211149 -0.194605 -0.138294 0.0263605 0.041137 -0.0223146 0.00359363 0.100685 -0.0528391 0.029485 0.0254598 -0.00909969 -0.160433 0.0306722
11004417_g_2_1.jpg,-0.0140326 -0.00954088 -0.00642129 0.0343978 0.0335556 -0.0187964 -0.141178 -0.0480656 -0.116509 0.0143283 -0.0469783 -0.0427606 0.00478359 0.248092 0.180673 -0.014718 0.144925 -0.245775 -0.023383 -0.0277543 0.013753 -0.00309995 -0.0362602 0.0816549 -0.00020057 0.0461227 0.0565649 -0.0787825 0.139942 0.00193241 0.117413 -0.217722 0.0385871 -0.039008 0.0337434 0.0685846 0.0583837 -0.046326 0.0517523 0.0504343 0.108204 0.0255567 0.143975 0.105623 -0.00227857 -0.0233168 0.0302819 -0.0467152 0.0343334 -0.0742167 -0.126428 -0.160641 -0.0436851 0.12623 -0.0641165 0.102273 0.0285806 -0.0780616 0.112264 -0.0279553 -0.173378 -0.0540831 0.0699209 -0.235004 0.0187452 -0.0392831 -0.0470423 -0.0161609 -0.0033597 0.0653644 0.114391 -0.00803919 -0.0295235 -0.0658166 0.0614887 -0.0299411 0.018195 -0.0477623 0.161126 -0.0028328 -0.0298218 0.0287548 0.0649852 0.00569776 -0.109137 0.0492703 -0.193275 0.0179713 0.109298 -0.0762663 -0.013332 -0.0270476 -0.0267351 0.0265524 0.141902 -0.0296389 -0.0968762 0.0756903 0.108036 0.115245 -0.0451979 0.0110582 -0.0229562 0.080899 -0.0454926 0.126338 0.0669987 0.0943732 0.0135998 -0.0666123 0.0521844 -0.0823329 0.0839053 -0.0845966 -0.252765 -0.0979877 -0.144217 0.105737 0.111697 0.0388151 0.0214221 0.100868 0.0135909 0.0206926 0.0256254 -0.0242845 -0.12814 0.0268031
11004417_g_2_16.jpg,-0.022452 -0.0630185 0.0302893 0.0314123 0.0342959 0.0209346 -0.167972 -0.0327458 -0.0929574 -0.0576834 0.000761993 -0.0644787 0.0554169 0.230194 0.116578 -0.0539725 0.132712 -0.221051 0.0187049 -0.0335988 0.00288409 -0.0172826 -0.0543218 0.0609907 0.00747422 -0.0252601 0.0496728 -0.105515 0.143301 -0.00845476 0.104647 -0.242696 0.0228332 -0.00013534 0.0355523 0.0368311 0.0698027 -0.062396 0.0408447 0.0341834 0.0647757 -0.0182459 0.0938766 0.104486 0.00267121 -0.0709195 -0.0352042 -0.0212965 0.0452853 -0.0418276 -0.0738614 -0.123772 -0.0601809 0.104987 -0.127304 0.0750774 0.00427741 -0.0892271 0.147524 0.00640263 -0.185481 -0.0876519 0.0584162 -0.173402 0.0330875 -0.0441738 -0.0938971 -0.0203607 0.0180575 0.117326 0.153644 0.0371471 -0.0726708 -0.00930528 -0.0170481 -0.0545651 0.0300411 -0.0950288 0.161777 0.019891 -0.0211274 0.075581 0.0820721 -0.00256497 -0.132974 0.0703811 -0.176932 0.000805955 0.0441521 -0.104977 0.023477 0.00760811 -0.0254283 0.096924 0.119738 -0.0632367 -0.0354605 0.0526645 0.144371 0.137831 -0.0696304 0.0146528 -0.0785159 0.109994 -0.0218545 0.156859 0.0817521 0.107248 0.00477554 -0.101304 0.0598678 -0.0231422 0.012747 -0.0859651 -0.237227 -0.0946573 -0.133014 0.103099 0.0513505 0.0287409 0.0277513 0.098673 -0.0630722 0.0198192 0.000953016 -0.0229002 -0.174457 -0.0403076
11004417_g_2_9.jpg,-0.0606683 -0.0531814 0.0342028 0.0387106 0.0415065 0.0107052 -0.0969504 -0.0394127 -0.0946724 -0.0884516 -0.0627596 -0.0927738 0.0690053 0.200551 0.0885058 -0.0785099 0.137435 -0.168435 0.00102232 -0.0378237 -0.0422805 -0.0544034 -0.030597 0.0562662 -0.0234313 -0.0413318 0.0343626 -0.0790944 0.140469 0.00764673 0.096082 -0.210876 0.000752095 -0.0233825 0.0172183 0.0808881 0.117096 -0.124934 0.0756902 -0.0143227 0.0544117 -0.0186272 0.06731 0.0781899 0.0417986 -0.0952193 -0.0326687 -0.0240511 0.0639485 -0.0290998 -0.116863 -0.0934492 -0.090004 0.0222522 -0.153047 0.0850028 -0.00635579 -0.0390181 0.121564 -0.00931903 -0.195052 -0.0173362 0.0379179 -0.166305 0.0460666 -0.0728397 -0.131339 -0.00044495 0.0535659 0.104701 0.093689 0.00153641 -0.0561061 -0.0497638 0.0302912 0.0051042 0.00748749 -0.108183 0.208788 -0.0256613 -0.0266064 -0.0421738 0.0663489 0.00162991 -0.166374 0.0913504 -0.234752 -0.0221974 -0.02673 -0.0574571 0.0144093 -0.0113548 0.0391855 0.0375037 0.0384513 -0.032666 0.0444488 0.0162581 0.0740767 0.174449 -0.0482293 -0.0137225 -0.0835455 0.0996234 -0.127634 0.160545 0.0814212 0.0772852 0.0306485 -0.135941 -0.0170156 -0.0799872 0.0753903 -0.0690794 -0.231556 -0.159482 -0.146761 0.0763771 0.0646945 -0.0151967 0.00827416 0.0803451 -0.0124286 -0.0109059 0.052285 -0.0437432 -0.199752 -0.0168655
11004417_g_3_13.jpg,0.00608991 -0.00782495 0.0127928 0.0882006 0.0647775 0.00349258 -0.146565 -0.0229461 -0.107009 0.0112309 0.0140411 -0.0771119 -0.00278688 0.223408 0.141795 -0.0263322 0.161543 -0.20605 0.0172268 -0.0589209 -0.0603535 -0.0680639 -0.025276 0.0720233 0.0187797 -0.0213575 0.0360429 -0.0804741 0.146476 -0.0209696 0.0633044 -0.219172 0.0365563 0.0181335 -0.0114973 0.0608369 0.107171 -0.0813297 0.0348167 -0.00219446 0.120846 -0.0320646 0.149607 0.0833904 0.0538285 -0.109838 -0.018363 -0.0340022 0.0201834 0.0282378 -0.119777 -0.0411032 -0.0488678 0.0973047 -0.101723 0.0770502 0.000507393 -0.101719 0.101963 -0.0188631 -0.181237 -0.109352 0.050904 -0.182755 0.0464049 -0.0396247 -0.0807881 -0.0176728 0.0475664 0.0844529 0.160667 0.0669389 -0.0405409 0.000720387 0.0105917 -0.0235635 0.0095722 -0.0714229 0.178556 0.00624961 -0.0247414 0.0662432 0.0621889 -0.0123719 -0.133507 0.0655714 -0.179166 -0.00900644 0.0657527 -0.097081 0.0156095 -0.00535441 0.00264902 0.0712914 0.102682 -0.0125012 -0.071516 0.0508225 0.144338 0.111451 -0.0691499 0.0102717 -0.0919834 0.133965 -0.0176898 0.142492 0.0652546 0.0743763 -0.00177272 -0.124339 0.0779382 -0.020409 0.00477286 -0.114155 -0.215592 -0.131306 -0.16211 0.0969188 0.0872448 0.0237903 0.0575514 0.0949544 -0.0143957 0.034455 0.016039 -0.00925658 -0.178907 -0.026879
11004417_g_3_4.jpg,0.0162801 0.0113059 0.0108478 0.0725863 0.0556921 0.00902207 -0.142582 -0.0675972 -0.117829 -0.0229363 0.0160268 -0.0848358 0.0302414 0.250943 0.112464 -0.0574842 0.153213 -0.171394 0.0152314 -0.037624 -0.0353991 -0.0188281 -0.0159466 0.10219 0.0466369 -0.0298516 0.0210214 -0.128174 0.16222 -0.00477808 0.0917142 -0.214348 0.0129225 -0.0243633 -0.0152327 0.0414153 0.0883097 -0.0390564 -0.00156285 0.0198898 0.10235 -0.0237858 0.14295 0.0863208 0.041735 -0.0543956 -0.0136942 -0.0991213 0.000870517 0.0235945 -0.0620991 -0.136133 -0.0429376 0.0961084 -0.147089 0.0679209 0.0335389 -0.0875798 0.160083 -0.00152789 -0.210486 -0.0370069 0.0533628 -0.202922 0.0278557 -0.0472185 -0.0892378 -0.0311 0.0422166 0.0888055 0.135454 0.0556372 -0.0161744 -0.0603389 0.0300748 -0.0173769 0.00334658 -0.0894667 0.172855 -0.0064531 -0.0289985 0.0287005 0.0886018 0.0304711 -0.11794 0.0441741 -0.165661 0.00422854 0.0487924 -0.0848424 0.0510528 0.0333867 -0.0102288 0.0496447 0.11454 -0.0636147 -0.0622709 0.0686523 0.154422 0.138543 -0.0442849 0.0411718 -0.0956329 0.0958264 -0.000339846 0.142984 0.0540387 0.101581 -0.0222506 -0.0595927 0.0846079 0.0282988 0.0100517 -0.0643201 -0.22811 -0.133771 -0.11869 0.0813432 0.0725939 0.00172047 0.0307388 0.103811 -0.0224231 0.0375544 0.00457603 -0.0409123 -0.191159 -0.0481507
11004417_g_3_5.jpg,0.0186999 0.0414526 0.027672 0.0589362 0.0271157 -0.035522 -0.111928 -0.0240822 -0.124464 -0.000166684 -0.0361516 -0.0550205 0.0943491 0.206061 0.130514 -0.0800077 0.103858 -0.156622 0.0201849 -0.059817 -0.0238098 -0.0311217 -0.0265062 0.0451544 0.0697296 -0.0237585 0.030328 -0.149458 0.170378 -0.101925 0.0255643 -0.172505 0.0623736 -0.00195024 0.0199508 -0.0255273 0.105744 -0.0975624 0.00108661 0.0299301 0.0917978 0.0639422 0.133846 0.113703 0.0347689 -0.0345048 -0.0181865 -0.0469621 0.0412798 0.027647 -0.0780778 -0.140481 -0.0445722 0.0781178 -0.100692 -0.0370369 0.0055213 -0.0600353 0.0623067 -0.00169424 -0.217722 -0.0522338 0.10055 -0.175645 0.0457608 -0.00624911 -0.0908368 -0.0418266 0.0635583 0.0923603 0.0823826 0.036493 -0.036242 0.0275854 0.0124227 -0.0301354 0.0356572 -0.133061 0.190058 -0.00248006 -0.0449715 -0.00309836 0.0519693 0.0339403 -0.111829 0.0377942 -0.165509 -0.0143374 0.0756611 -0.0308627 0.0484651 0.0955053 0.0338508 0.0257563 0.0539181 -0.000738443 -0.0198728 0.0592587 0.105025 0.163059 -0.027075 0.0563502 -0.060545 0.145593 -0.00662951 0.1637 0.108912 0.106287 -0.0704449 -0.0835927 0.123677 -0.00772261 -0.0277219 -0.118435 -0.199799 -0.163501 -0.202794 0.0583605 0.0496902 -0.0109309 0.0169888 0.109645 -0.0708227 0.0255873 -0.0151194 -0.0876522 -0.232843 -0.0538508
11004417_g_3_6.jpg,-0.0127453 0.0739251 -0.00109647 0.078145 0.0128721 -0.0472064 -0.109621 -0.0158205 -0.099391 0.0120629 -0.0416453 -0.0345742 0.0763547 0.185504 0.150297 -0.0518823 0.124308 -0.179411 0.0272076 -0.0558859 -0.000835729 -0.0197472 -0.0211767 0.0405369 0.097632 -0.00899396 0.057982 -0.17843 0.14491 -0.0950233 0.041882 -0.166531 0.041969 -0.00630269 -0.019457 0.024329 0.130848 -0.0783297 -0.0128404 0.0173644 0.111794 0.0489598 0.145794 0.0918499 0.0239035 -0.00327037 -0.0594084 -0.0795864 -0.0081476 0.00843431 -0.0687782 -0.154652 -0.0275724 0.0860996 -0.127108 -0.0619588 0.0256905 -0.0732118 0.0818114 0.0337611 -0.209648 0.0174865 0.121409 -0.187813 0.0584712 -0.0296588 -0.0893615 0.00561376 0.0176832 0.103108 0.109824 0.0365846 -0.0241873 0.00221863 0.0209535 -0.0206768 0.0151433 -0.126943 0.185322 -0.0128 -0.0456416 -0.0857399 0.0689175 0.0256639 -0.104706 0.0557855 -0.144441 0.00957753 0.0907049 -0.0426443 0.016053 0.0496759 -0.0130485 0.0308547 0.0801798 -0.0264622 -0.0291386 0.0263971 0.109814 0.189417 -0.0575267 0.0558481 -0.0574377 0.104737 0.0149985 0.110298 0.121927 0.133529 -0.0316175 -0.0524765 0.129214 -0.0294423 0.00767303 -0.0910874 -0.216994 -0.158985 -0.172171 0.0488351 0.0352381 -0.0394904 0.0447916 0.0951066 -0.0931932 -0.0130784 0.0120772 -0.113885 -0.204682 -0.0573843
11004417_g_3_7.jpg,0.0390656 -0.00886179 -0.0190342 0.0425316 0.0591959 0.0251748 -0.116933 0.0155361 -0.0836358 -0.0775276 -0.0821598 -0.0702856 0.00606275 0.216665 0.0564213 -0.0954593 0.113942 -0.219454 0.0164865 -0.091321 -0.0318325 -0.0810809 -0.0127027 0.0127767 0.0349876 -0.0480859 0.103486 -0.0249682 0.0690491 -0.104998 0.0928883 -0.24847 -0.0102347 -0.0450395 -0.0526803 0.09919 0.100087 -0.0683818 -0.0169115 0.04182 0.105297 -0.0517557 0.11871 0.0180539 0.00660365 -0.0648487 0.0113762 -0.0110757 0.0152316 0.0166364 -0.0359896 -0.148943 -0.0595097 0.0357651 -0.118421 0.0868845 -0.0326739 -0.0228414 0.154975 -0.0193051 -0.16052 -0.0881848 0.0706753 -0.147249 0.098011 -0.0237252 -0.0541797 0.00819339 0.0230199 0.157992 0.134609 0.039318 0.0640074 -0.0238581 0.0273935 -0.014851 -0.0187975 -0.0366859 0.211838 0.0199418 -0.0681929 0.0670377 0.0798208 0.0133756 -0.135153 0.0751726 -0.157251 0.0434172 0.0111336 -0.0756482 -0.0461191 0.0297545 0.0450053 0.0249914 0.0746437 -0.0789754 -0.0494844 0.087105 0.149198 0.128691 -0.0773958 -0.0231101 -0.021715 0.110074 -0.0260885 0.181075 0.0576801 0.103625 0.0786083 -0.0990781 0.058058 -0.0185249 0.0970525 -0.0932964 -0.207998 -0.061545 -0.070536 0.0869564 0.106703 0.00520912 0.0969462 0.131682 -0.0838333 0.00835909 -0.0906837 0.0131358 -0.218256 0.00889557
11004417_g_4_0.jpg,-0.00354385 0.0302443 0.0426776 0.0961297 0.048332 -0.00355244 -0.0995537 -0.0208818 -0.094781 -0.042122 -0.0193858 -0.107417 0.0206028 0.266884 0.196524 -0.097541 0.143771 -0.168679 -0.042145 -0.050461 -0.0586316 -0.0517918 -0.016503 0.0895263 0.0435006 -0.0377858 0.0748238 -0.0644894 0.144106 0.0206518 0.108656 -0.228751 -0.00526899 -0.00156457 0.00378652 0.0396801 0.0742888 -0.0787934 0.0619507 0.00382429 0.0571796 -0.0219371 0.124626 0.0647091 0.0290623 -0.0686671 0.0261639 -0.0511886 0.0920302 -0.00291047 -0.137477 -0.112966 -0.0172335 0.118698 -0.139521 0.0583738 0.00218828 -0.0455952 0.128243 0.0259577 -0.191178 0.00890209 0.039054 -0.157975 -0.0385406 0.00553392 -0.121904 -0.064938 0.0572005 0.0746737 0.105955 -0.0114481 -0.0349552 -0.0301018 -0.00340847 -0.0586403 0.0855576 -0.0487181 0.142471 0.0102524 -0.0745861 0.061316 0.101178 -0.0156263 -0.101414 0.0787182 -0.159076 -0.00192917 0.0236963 -0.0668884 0.0681757 0.0114865 -0.00440874 0.0449406 0.1025 -0.0646903 -0.0434947 0.0419766 0.130371 0.121952 0.0138786 -0.0184275 -0.107685 0.139195 -0.0344101 0.19181 0.0889527 0.0975517 -0.00417761 -0.103039 0.0980304 -0.0344932 0.0686442 -0.12231 -0.237266 -0.0954457 -0.17251 0.0242923 0.0832131 -0.00412414 0.0272849 0.0445917 -0.0173366 0.00404166 -0.00369219 0.00512419 -0.151975 -0.0179514
11004417_g_4_8.jpg,-0.0159137 -0.00155393 0.0346608 0.100149 -0.00209133 0.00959917 -0.126823 -0.0535566 -0.0553453 -0.0538146 -0.039422 -0.0661247 0.0504637 0.225913 0.0899252 -0.0653833 0.122998 -0.223861 0.0122824 -0.062874 -0.051548 -0.0221481 -0.0466962 0.0669393 0.00928926 0.00362536 0.0743035 -0.114891 0.200458 0.0325673 0.111291 -0.218636 -0.0127904 0.0103198 0.0536801 0.0632598 0.0468083 -0.0786375 0.0930827 0.029463 0.0861806 0.00291319 0.0984276 0.0791223 0.0379687 -0.0602847 0.00204768 -0.016749 0.0595039 -0.0320153 -0.134227 -0.0940618 -0.0538824 0.115551 -0.129492 0.107059 -0.0376435 -0.0465573 0.0947515 0.00859384 -0.14649 -0.0446307 0.00489805 -0.163371 0.0150889 -0.0583291 -0.106901 -0.0540893 0.0452412 0.0723133 0.144539 0.0541078 -0.000782191 0.0021602 -0.028994 -0.0336698 0.05418 -0.066332 0.163673 0.0324506 -0.0918831 0.0489482 0.08431 -0.0109985 -0.136886 0.068007 -0.149991 -0.0189153 0.082667 -0.0860395 0.0186415 0.0778302 -0.0508932 0.0736578 0.0876891 -0.0188514 -0.0285631 0.0308149 0.133307 0.117607 -0.0440335 -0.001816 -0.089383 0.114311 -0.00149097 0.219231 0.0799411 0.0838072 -0.0315544 -0.0999208 0.0519891 -0.0306696 0.0191931 -0.113009 -0.255404 -0.0996143 -0.11935 0.0718336 0.0767376 0.0314447 -0.00647298 0.0852906 0.021835 0.0648915 0.00966735 -0.0349117 -0.227616 -0.0176391
bright_11004417_g_2_14.jpg,-0.0382914 -0.0317373 -0.00358584 0.0584374 0.0291287 0.00415438 -0.142537 -0.0636421 -0.0521424 0.00407081 -0.0251871 -0.0385586 0.0661847 0.123742 0.0335678 -0.0427722 0.16073 -0.228693 -0.012993 -0.00979869 0.000941906 -0.000224217 -0.0702922 0.0682096 0.0608038 0.0121047 0.0218748 -0.141007 0.19281 -0.00406105 0.0793793 -0.228554 -0.0246363 -0.0638911 0.0314124 0.0443351 0.0906387 -0.110735 0.0774207 -0.0140531 0.104284 -0.000895054 0.0366002 0.115029 0.00424388 -0.0642906 -0.0350767 -0.0685367 -0.0295516 -0.0321161 -0.0965824 -0.129323 -0.021936 0.0665342 -0.0724661 0.0273243 0.0187557 -0.0281521 0.109398 0.00106494 -0.178656 0.0451994 0.0594365 -0.177219 0.00573374 -0.0794196 -0.121246 -0.0594585 0.132912 0.0674117 0.0563107 0.0245608 -0.0461401 -0.066353 0.00960932 -0.0461073 0.0158527 -0.0976533 0.16288 -0.0792811 -0.0162021 -0.0908885 0.0815831 0.00299056 -0.126207 0.0620153 -0.210162 0.0103029 0.0278346 -0.0946709 0.012583 -0.0210789 0.0112309 -0.00613927 0.0665719 -0.0100722 -0.0179224 0.0439472 0.091668 0.165291 -0.0551367 0.0286873 -0.0676515 0.100139 -0.073337 0.138772 0.0567856 0.0749232 0.0110312 -0.139083 -0.0363469 -0.0988299 0.0954017 -0.0675635 -0.246677 -0.185927 -0.20601 0.0667425 0.0737513 -0.0377714 -0.0239637 0.0631601 -0.0357819 -0.0305971 0.0482624 -0.0783997 -0.218619 0.0127972
bright_11004417_g_2_15.jpg,0.00351866 -0.0174592 0.0332432 0.063327 0.0752463 0.0112598 -0.16208 -0.0249692 -0.0996264 -0.0483634 -0.0211801 -0.0896906 0.0330613 0.253363 0.105607 -0.0366396 0.154089 -0.194721 0.0485217 -0.0162919 -0.0370976 -0.0385188 -0.0125037 0.062681 0.0265917 -0.0367971 0.0585392 -0.128793 0.1417 -0.0117669 0.0933255 -0.246851 0.0432378 -0.0204987 0.0224345 0.0751677 0.0644929 -0.0713032 0.0159773 0.0140607 0.0762747 -0.0225819 0.131526 0.0574765 0.038908 -0.0564168 -0.00799465 -0.0661177 0.0396608 0.00396542 -0.0617385 -0.107709 -0.0591346 0.0801866 -0.13923 0.0648416 0.0044875 -0.095324 0.139502 0.00191303 -0.173614 -0.0472471 0.0237308 -0.171079 0.0351693 -0.0456617 -0.0703688 -0.0452213 0.0585505 0.0876643 0.128081 0.0360215 -0.0341873 -0.0256739 0.00137712 -0.0489025 0.0137583 -0.0780578 0.174785 0.00249173 -0.00496593 0.0630582 0.108043 0.00401635 -0.106847 0.0806331 -0.169654 0.0080472 0.0469569 -0.0766999 0.0243481 0.0191108 -0.00597978 0.0867324 0.113844 -0.0343158 -0.0754595 0.074766 0.118567 0.154793 -0.0591067 0.0424413 -0.0869376 0.136555 -0.0157634 0.171601 0.0645614 0.113905 -0.0212514 -0.101738 0.0828588 0.0113162 -0.00926072 -0.0929615 -0.237524 -0.141915 -0.140969 0.116531 0.0266096 0.0198521 0.00215391 0.0914331 -0.026723 0.0407611 0.00848053 -0.00442978 -0.182595 -0.0429848
